,Country,Year,df_CO2AVBUNK,df_CO2GDP,df_CO2GDPPPP,df_CO2MARBUNK,df_CO2POP,df_CO2TES,df_GHGFC,df_GHGFugi,df_GHGFCOil,df_GHGFCGas,df_GHGEnergy,df_GHGFCCoal
218,Former Soviet Union (if no detail),1972,69.4836993,2.147,0.773,13.62240071,8.372,60.571,2075.964911,..,696.571767,442.1653892,..,934.3342546
219,Former Yugoslavia (if no detail),1972,0.645750512,0.86,0.377,0,2.952,67.374,61.65207659,..,24.54226755,1.603580036,..,35.38035435
220,Algeria,1972,0.35030293,0.25,0.087,0.359270132,0.668,57.281,9.745673245,40939.48356,6.312181854,3.058608442,50.6851568,0.372553481
221,Angola,1972,0.261489736,0.061,0.035,0.425490663,0.378,13.858,3.238732215,4517.527869,2.331852988,0.112348912,7.756260084,0
222,Benin,1972,0.019027687,0.146,0.054,0,0.127,8.25,0.615759664,0.1663991,0.407251999,0,0.6159260631,0
223,Botswana,1972,0.003189042,0.235,0.103,0,0.307,20.6,0.253002835,0,0.177034626,0,0.253002835,0.017957782
224,Cameroon,1972,0.204089682,0.121,0.049,0,0.113,6.674,1.614953225,0.5288828,0.785935069,0,1.615482108,0
225,Congo,1972,0,0.305,0.161,0,0.408,27.461,0.698831109,579.9697975,0.610248584,0.004346459,1.278800907,0
226,Côte d'Ivoire,1972,0.121178192,0.179,0.076,0.062229567,0.444,24.321,3.042421337,1.14961,2.687966641,0,3.043570947,0
227,Dem. Rep. of Congo,1972,0.232525108,0.108,0.059,0.392046404,0.124,9.213,4.319109007,1.1717655,1.6489525,0,4.320280773,1.022279208
228,Egypt,1972,0.228408182,0.567,0.169,0.148043775,0.62,54.309,22.97844855,7456.829348,21.32505007,0.137719751,30.4352779,1.260080817
229,Equatorial Guinea,1972,..,..,..,..,..,..,..,0,..,..,..,..
230,Eritrea,1972,..,..,..,..,..,..,..,0,..,..,..,..
231,Kingdom of Eswatini,1972,0.003189042,0.359,0.15,0,0.491,9.288,0.409305484,0,0.233817497,0,0.409305484,0
232,Ethiopia,1972,0.146583663,0.12,0.045,0.053671348,0.04,2.659,4.749436627,0.6883765,1.224533968,0,4.750125004,0
233,Gabon,1972,0.022322393,0.115,0.058,0.173072483,0.76,10.475,0.626924419,3588.204429,0.474113463,0,4.215128848,0
234,Ghana,1972,0.105180754,0.198,0.068,0.196599803,0.214,15.125,2.644301591,0.8385208,2.043444512,0,2.645140112,0
235,Kenya,1972,0.663291316,0.252,0.1,1.411138507,0.275,14.304,4.411795649,2.066955,3.379631787,0,4.413862604,0.100214625
236,Libya,1972,0.309323265,0.097,0.034,0.006222892,3.116,68.169,6.355420871,92966.11997,3.164214358,3.154361115,99.32154084,0
237,Madagascar,1972,0.018446928,0.129,0.039,0.269734096,0.104,11.894,1.119296047,0,0.749796628,0,1.119296047,0
238,Mauritius,1972,0.073344664,0.203,0.098,0.051142193,0.341,18.677,0.321206314,..,0.293004713,0,..,0
239,Morocco,1972,0.452400607,0.384,0.157,0.185712418,0.45,54.254,7.548422783,29.6650875,5.700507513,0.109973606,7.578087871,1.501684733
240,Mozambique,1972,0.089289273,0.801,0.366,0.520193424,0.3,9.307,4.175955869,64.0591315,1.401112949,0,4.240015,1.279106408
241,Namibia,1972,..,..,..,..,..,..,..,0,..,..,..,..
242,Niger,1972,0,0.058,0.025,0,0.041,6.393,0.445615677,0,0.202917657,0,0.445615677,0
243,Nigeria,1972,0.31862534,0.064,0.032,0.018669,0.118,4.762,18.02134491,76481.42658,5.689660935,0.542337493,94.50277148,0.716398853
244,Rwanda,1972,0.006151171,0.053,0.022,0,0.016,0.349,0.843156191,0,0.0683159,0,0.843156191,0
245,Senegal,1972,0.325109081,0.252,0.103,2.853665307,0.27,23.715,1.429585092,1.509274,1.267306461,0,1.431094366,0
246,South Africa,1972,0.531170896,1.344,0.613,9.005363979,6.874,84.222,166.3914551,7650.551305,30.5616544,0,174.0420064,134.2764293
247,South Sudan,1972,..,..,..,..,..,..,..,0,..,..,..,..
248,Sudan,1972,0.343078659,0.182,0.089,0,0.22,11.384,4.247301221,2.02232,3.455304411,0,4.249323541,0
249,United Rep. of Tanzania,1972,0.092319522,0.229,0.092,0.168311091,0.112,8.408,2.745767905,0.862929,1.663199012,0,2.746630834,0
250,Togo,1972,0,0.194,0.079,0,0.154,11.5,0.491898994,0.1579514,0.364824797,0,0.4920569454,0
251,Tunisia,1972,0.385803842,0.531,0.201,0.054253801,0.778,54.651,4.297788392,1837.089862,3.718125676,0.046091928,6.134878254,0.414943154
252,Uganda,1972,0.26786752,2.073,0.72,0,0.074,4.07,1.974970716,0,0.813858602,0,1.974970716,0
253,Zambia,1972,0.028541384,0.622,0.243,0,0.836,23.117,4.362757253,..,1.522257901,0,..,2.301207659
254,Zimbabwe,1972,0.092160729,1.111,0.599,0,1.241,29.6,8.083209361,..,1.787370255,0,..,5.183800062
255,Other Africa,1972,0.341212184,0.209,0.088,2.872395799,0.129,8.009,11.00726956,..,5.613375604,0,..,0.132793347
256,Bangladesh,1972,0.060430303,0.087,0.031,0.065438089,0.042,11.711,4.589912606,91.2307993,2.218336105,0.309054475,4.681143405,0.372997136
257,Brunei Darussalam,1972,0.003189042,0.065,0.032,0.003111608,2.677,52.478,0.390448812,7748.907853,0.149975321,0.238242449,8.139356665,0
258,Cambodia,1972,..,..,..,..,..,..,..,..,..,..,..,..
259,DPR of Korea,1972,0,7.273,2.013,0,4.52,84.46,72.01788699,..,3.346993438,0,..,68.58359408
260,India,1972,1.821499555,0.986,0.296,0.550240862,0.323,32.977,212.6492244,11312.41173,57.23639473,1.118194914,223.9616361,131.5182507
261,Indonesia,1972,0.204089682,0.367,0.119,0.918463043,0.233,18.554,37.92100426,22990.26632,27.99861724,0.147322304,60.91127058,0.498650647
262,Lao People's Democratic Republic,1972,..,..,..,..,..,..,..,..,..,..,..,..
263,Malaysia,1972,0.462125925,0.553,0.222,0.08679578,1.166,51.434,12.9823472,2873.808218,12.70668361,0.021017301,15.85615542,0.008554334
264,Mongolia,1972,..,..,..,..,..,..,..,..,..,..,..,..
265,Myanmar,1972,0.031783255,0.917,0.251,0,0.154,13.052,6.554958409,..,3.9009082,0.178822759,..,0.361096856
266,Nepal,1972,0.009566825,0.063,0.018,0,0.02,1.65,1.594210648,..,0.204959653,0,..,0.057454884
267,Pakistan,1972,1.136003793,0.435,0.133,0.291601701,0.256,21.844,19.73031175,1028.220573,8.690222087,4.986651377,20.75853232,2.464754383
268,Philippines,1972,0.786902675,0.437,0.183,1.003877229,0.631,39.337,27.25858865,9.19748,25.14126638,0,27.26778613,0.049783785
269,Singapore,1972,0.930788421,0.391,0.25,14.80063977,3.356,51.062,7.283564737,..,7.216611873,0.05101346,..,0.013392641
270,Sri Lanka,1972,0.003135913,0.369,0.123,1.202383985,0.261,20.018,4.319354495,..,3.433867333,0,..,0.006074152
271,Chinese Taipei,1972,2.789244037,1.072,0.52,0.790077173,2.189,70.503,34.36284282,..,22.0225542,1.820868904,..,10.51941972
272,Thailand,1972,1.871514082,0.494,0.182,0.212005937,0.489,30.589,19.80346764,11.7992868,18.32690461,0,19.81526692,0.375187751
273,Viet Nam,1972,6.361993869,0.8,0.273,0,0.362,28.46,18.45386138,558.13885,11.78411451,0,19.01200023,4.327583095
274,Other Asia,1972,0.334728736,0.373,0.2,0.500639526,0.374,43.733,11.25132183,..,6.112358259,0.313559121,..,3.957083517
275,People's Rep. of China,1972,0,3.198,1.988,2.458069205,0.964,48.272,908.8032925,48715.18673,132.4287086,9.536459779,957.5184792,709.3013867
276,"Hong Kong, China",1972,1.486027527,0.3,0.225,3.403729157,2.318,73.606,9.617729191,..,9.487951036,0.057454448,..,0.069712857
277,"China (incl. Hong Kong, China)",1972,1.486027527,2.882,1.826,5.861798362,0.971,48.462,918.4210217,48715.18673,141.9166596,9.593914227,967.1362084,709.3710995
278,Argentina,1972,0.758958073,0.321,0.239,0.656607599,3.403,59.582,84.80653485,17434.49013,67.20287864,13.90531914,102.241025,3.46382403
279,Bolivia,1972,0,0.447,0.19,0,0.495,50.265,2.47501206,8945.824478,2.245392279,0.165769184,11.42083654,0
280,Brazil,1972,0,0.246,0.147,1.048465808,0.94,30.369,106.4968498,3793.82915,89.65987291,0.551167917,110.290679,6.431114077
281,Cuba,1972,0.315679196,0.769,0.248,0,2.207,47.856,20.64315277,32.9616688,19.86077808,0.079677671,20.67611444,0.461994923
282,Curaçao,1972,0.149507955,10.603,8.425,6.575898269,86.052,63.131,14.18319613,..,14.18319613,0,..,0
283,Dominican Republic,1972,0.079722448,0.47,0.221,0,0.968,40.014,4.828217056,..,4.626743794,0,..,0
284,Ecuador,1972,0.357156793,0.177,0.098,0.228593633,0.539,36.28,3.946704639,1479.900695,3.585114638,0,5.426605334,0
285,El Salvador,1972,0.041455745,0.133,0.065,0,0.403,19.534,1.969967318,..,1.552008752,0,..,0
286,Guatemala,1972,0.15907478,0.162,0.079,0.209724954,0.436,21.114,3.148935857,..,2.523391912,0,..,0
287,Guyana,1972,0.015944609,0.704,0.35,0,2.109,46.119,1.570164722,0,1.532486765,0,1.570164722,0
288,Haiti,1972,0.019133352,0.052,0.024,0,0.073,4.651,0.772578328,..,0.361106485,0,..,0
289,Honduras,1972,0.022322393,0.266,0.127,0,0.392,19.475,1.501389397,..,1.174251948,0,..,0
290,Jamaica,1972,0.449634809,0.672,0.375,0.276921769,3.983,57.318,7.716758393,..,7.681078229,0,..,0
291,Nicaragua,1972,0.051022271,0.249,0.096,0,0.587,29.379,1.752891906,..,1.548298406,0,..,0
292,Panama,1972,0.309323265,0.365,0.196,1.796488507,1.672,34.328,2.814571868,..,2.688181719,0,..,0.02255687
293,Paraguay,1972,0.043466221,0.109,0.051,0,0.25,10.733,0.956404535,0.2867243,0.641924638,0,0.9566912593,0
294,Peru,1972,0.507035162,0.293,0.158,0.077786959,1.078,40.29,16.66126354,3468.465693,14.4556365,0.670476531,20.12972923,0.478091001
295,Suriname,1972,..,..,..,..,..,..,..,..,..,..,..,..
296,Trinidad and Tobago,1972,0.146689328,0.845,0.562,5.399347038,5.402,48.652,5.511725482,6611.820585,2.634637543,2.869673372,12.12354607,0
297,Uruguay,1972,0,0.274,0.212,0.287298041,1.922,53.715,5.609301886,1.4376058,5.421465618,0,5.610739492,0.061012274
298,Venezuela,1972,0.395517182,0.153,0.152,8.758006611,3.93,65.505,47.98109655,250243.1466,30.06196664,17.18812007,298.2242432,0.6443481
299,Other Non-OECD Americas,1972,0.612268746,0.18,0.156,3.260007606,1.822,43.653,8.082995418,..,7.94141199,0.00614856,..,0.107787308
300,Bahrain,1972,0.503846121,1.311,0.652,0.442777211,13.585,57.611,3.309910069,5334.574571,1.082035607,2.227874461,8.64448464,0
301,Islamic Rep. of Iran,1972,7.851071666,0.219,0.081,1.082795184,1.429,63.118,43.37824837,160850.4138,36.37388198,6.313171528,204.2286621,0.668083098
302,Iraq,1972,0.280623088,1.767,0.849,0.248918269,1.094,64.039,11.5992966,32611.43953,9.791719672,1.805264537,44.21073613,0
303,Jordan,1972,0.127555976,0.303,0.133,0,0.881,66.488,1.522137398,1.4105368,1.52179841,0,1.523547935,0
304,Kuwait,1972,0.181714459,0.285,0.18,7.231147148,16.898,52.921,15.56952399,56694.18505,4.666247521,10.90246058,72.26370904,0
305,Lebanon,1972,0.552175871,0.161,0.082,0.503339176,1.989,62.391,5.082320588,3.02684,5.025424259,0,5.085347428,0.020728909
306,Oman,1972,0.009566825,0.032,0.017,4.480531114,0.371,72.152,0.266855031,14635.99413,0.266855031,0,14.90284917,0
307,Qatar,1972,0,0.114,0.077,0,16.688,57.807,2.479894184,12126.05005,0.366859252,2.112543428,14.60594423,0
308,Saudi Arabia,1972,0.644157665,0.078,0.033,42.6421306,2.143,55.058,14.53398668,90364.4694,11.46632782,3.067332493,104.8984561,0
309,Syrian Arab Republic ,1972,0.25819533,0.744,0.866,0.863094461,0.76,62.04,5.199162229,10568.04177,5.193614106,0,15.767204,0.005366723
310,United Arab Emirates,1972,0.022216729,0.115,0.068,0,6.595,58.736,2.601862694,45160.69116,0.556334242,2.045528453,47.76255385,0
311,Yemen,1972,0.089183609,0.234,0.145,0.994497128,0.202,60.26,1.482636127,1.6465278,1.477863112,0,1.484282655,0
312,Canada,1973,1.530672013,0.703,0.686,3.688696798,16.702,56.304,381.4578758,23534.96033,236.7526182,83.15352501,404.9928361,60.37626167
313,Chile,1973,0.39112381,0.471,0.282,0.588069605,1.986,56.212,20.63687055,342.4507725,14.6264183,0.946810402,20.97932133,4.652943344
314,Colombia,1973,0.72933558,..,..,0.798516118,1.245,49.091,30.21036674,4422.452185,19.22761549,3.327508723,34.63281893,6.496833117
315,Costa Rica,1973,0,0.153,0.104,0,0.842,41.514,1.707573802,..,1.652715562,0,..,0.002506452
316,Mexico,1973,1.868695455,0.361,0.189,0.35159712,2.061,53.455,120.8720397,23538.45483,88.97795469,23.48492806,144.4104945,6.524068811
317,United States,1973,15.98595576,0.787,0.787,29.65312004,22.134,64.763,4746.144125,259417.9755,2293.369063,1200.070221,5005.5621,1249.089572
318,Australia,1973,1.670418672,0.465,0.515,5.967186247,11.586,66.029,160.3660989,8316.72313,70.41541079,7.119742313,168.682822,81.97887498
319,Israel,1973,2.4847345,0.272,0.274,0,4.775,48.156,15.79583894,8.5276975,15.78901344,0,15.80436664,0.005721631
320,Japan,1973,5.195797738,0.501,0.428,57.00549951,8.245,66.938,904.2770042,6619.3736,677.8912874,13.67397142,910.8963778,212.7117455
321,Korea,1973,0.283175698,0.786,0.596,1.892040631,2.001,75.577,70.52663879,12500.97782,39.96137671,0,83.02761661,30.56526208
322,New Zealand,1973,0.601350626,0.245,0.252,1.038862108,5.62,50.588,16.96203808,97.5929575,11.78934806,0.578821384,17.05963104,4.593868637
323,Austria,1973,0.310524581,0.333,0.295,0,7.093,59.842,54.86505022,..,32.37937416,6.525522901,..,15.71653808
324,Belgium,1973,1.568055258,0.663,0.588,9.745412154,13.684,69.114,134.5660485,..,71.11106557,15.2070895,..,48.24719234
325,Czech Republic,1973,0.701370888,1.987,1.045,0,15.053,78.992,152.4102975,..,24.63883538,2.228749279,..,125.5427128
326,Denmark,1973,2.210659008,0.38,0.413,2.18437125,11.201,70.746,56.80975604,75.45023,48.57642661,0.000859088,56.88520627,7.987308659
327,Estonia,1973,..,..,..,..,..,..,..,22.6165275,..,..,0.0226165275,..
328,Finland,1973,0.276705114,0.512,0.516,0.254842393,10.271,54.422,48.91494742,..,37.87503566,0,..,10.45909025
329,France,1973,5.570994035,0.445,0.399,17.08056294,8.895,62.897,482.9888053,1798.5845,328.7191567,25.73381848,484.7873898,125.5726666
330,Germany,1973,8.584058874,0.665,0.574,13.07291669,13.326,75.084,1064.547816,4137.07105,436.3504262,65.05432337,1068.684887,562.4532646
331,Greece,1973,1.706347403,0.278,0.188,2.848385779,3.738,68.199,34.19680969,..,25.56915982,0,..,8.463892572
332,Hungary,1973,0.153725096,1.132,0.537,0,6.369,74.546,67.5302123,..,22.95158759,7.981768259,..,36.38052237
333,Iceland,1973,0.325897121,0.359,0.386,0,7.86,35.575,1.683310376,..,1.680605509,0,..,0.002704865
334,Ireland,1973,0.737880104,0.471,0.423,0.28786504,6.778,72.021,21.28922246,..,14.04798799,0,..,7.241234466
335,Italy,1973,3.566419903,0.335,0.274,22.80985116,5.992,65.783,330.7750328,2262.764325,268.528372,31.56705943,333.0377971,30.65977933
336,Latvia,1973,..,..,..,..,..,..,..,..,..,..,..,..
337,Lithuania,1973,..,..,..,..,..,..,..,..,..,..,..,..
338,Luxembourg,1973,0.156805032,1.266,1.238,0,49.709,94.014,17.51020518,..,4.882565146,0.514142988,..,12.11349704
339,Netherlands,1973,2.352041885,0.473,0.425,37.16460869,11.048,57.183,149.4577867,263.8140473,65.24399479,68.1383523,149.7216007,16.0754396
340,Norway,1973,0.814742502,0.194,0.239,2.015512049,5.9,39.06,23.63482589,1130.720881,19.73555762,0,24.76554678,3.899268274
341,Poland,1973,0.553558476,2.041,0.955,1.667759298,9.373,80.43,317.9339544,887.93451,28.00292638,10.69425553,318.8218889,277.5394421
342,Portugal,1973,0.913126516,0.202,0.131,2.549759913,1.857,56.077,16.50204262,..,14.28301874,0,..,2.093453134
343,Slovak Republic,1973,0,1.023,0.557,0,8.828,63.061,41.34056375,..,13.66870268,3.178013313,..,24.43904795
344,Slovenia,1973,..,..,..,..,..,..,..,0,..,..,..,..
345,Spain,1973,2.594894552,0.299,0.221,4.332139156,3.954,64.552,140.672439,..,101.5042621,1.935427571,..,37.23169291
346,Sweden,1973,0.384312591,0.418,0.439,3.541621152,10.269,51.385,84.75365089,16.2048775,77.93136499,0,84.76985576,6.387098061
347,Switzerland,1973,2.004574132,0.116,0.149,0,6.674,54.297,43.59244748,..,41.61501199,0.256431314,..,1.633128046
348,Republic of Türkiye,1973,0.129129093,0.341,0.146,0.278639926,1.386,51.734,56.01583292,..,34.08916887,0,..,19.57831165
349,United Kingdom,1973,8.144350636,0.476,0.503,17.0853821,11.281,69.464,642.5467016,5881.532098,272.3495411,46.26966268,648.4282337,323.9274978
350,Albania,1973,0,1.114,0.377,0,1.708,53.495,4.103547189,..,2.139874713,0.378939176,..,1.448208074
351,Armenia,1973,..,..,..,..,..,..,..,..,..,..,..,..
352,Azerbaijan,1973,..,..,..,..,..,..,..,44904.77753,..,..,44.90477753,..
353,Belarus,1973,..,..,..,..,..,..,..,..,..,..,..,..
354,Bosnia and Herzegovina,1973,..,..,..,..,..,..,..,..,..,..,..,..
355,Bulgaria,1973,0.614900087,3.516,1.353,0,7.857,78.903,68.58242391,..,32.23509246,0.399233187,..,35.86107396
356,Croatia,1973,..,..,..,..,..,..,..,..,..,..,..,..
357,Cyprus,1973,0.230593043,0.743,0.547,0.031323845,3.6,69.503,2.301421436,..,2.300326684,0,..,0
358,Georgia,1973,..,..,..,..,..,..,..,..,..,..,..,..
359,Gibraltar,1973,0.021521615,0.116,0.143,3.924871652,2.107,49.664,0.0597499,..,0.0597499,0,..,0
360,Kazakhstan,1973,..,..,..,..,..,..,..,14148.72668,..,..,14.14872668,..
361,Kosovo,1973,..,..,..,..,..,..,..,..,..,..,..,..
362,Kyrgyzstan,1973,..,..,..,..,..,..,..,..,..,..,..,..
363,Malta,1973,0.19369364,0.715,0.476,0.07193585,2.63,74.348,0.803101432,..,0.803101432,0,..,0
364,Republic of Moldova,1973,..,..,..,..,..,..,..,..,..,..,..,..
365,Montenegro,1973,..,..,..,..,..,..,..,..,..,..,..,..
366,Republic of North Macedonia,1973,..,..,..,..,..,..,..,..,..,..,..,..
367,Romania,1973,0.064680115,2.003,0.831,0,6.197,64.46,130.4268144,10282.09133,36.57183096,56.22224248,140.7089057,37.13452416
368,Russian Federation,1973,..,..,..,..,..,..,..,241753.3363,..,..,241.7533363,..
369,Serbia,1973,..,..,..,..,..,..,..,..,..,..,..,..
370,Tajikistan,1973,..,..,..,..,..,..,..,..,..,..,..,..
371,Turkmenistan,1973,..,..,..,..,..,..,..,30129.86593,..,..,30.12986593,..
372,Ukraine,1973,..,..,..,..,..,..,..,1996.3305,..,..,1.9963305,..
373,Uzbekistan,1973,..,..,..,..,..,..,..,5299.46789,..,..,5.29946789,..
374,Former Soviet Union (if no detail),1973,70.40604868,2.101,0.756,14.55120047,8.841,61.619,2211.5645,..,768.9859387,457.9659755,..,981.7834597
375,Former Yugoslavia (if no detail),1973,0.719492097,0.912,0.399,0,3.184,68.173,67.00401799,..,27.04112507,1.772436825,..,38.06966636
376,Algeria,1973,0.407808949,0.274,0.095,0.497631008,0.744,54.459,11.11105033,44338.20998,7.169531896,3.524308798,55.44926031,0.414828019
377,Angola,1973,0.235978601,0.053,0.03,0.472939119,0.334,12.714,3.032812495,5285.171893,2.104192223,0.128167745,8.317984388,0
378,Benin,1973,0.012649903,0.144,0.054,0,0.127,8.273,0.629489137,0.1629732,0.416921447,0,0.6296521102,0
379,Botswana,1973,0.003189042,0.259,0.113,0,0.391,24.701,0.320956981,0,0.21592217,0,0.320956981,0.044894853
380,Cameroon,1973,0.194522856,0.119,0.049,0,0.114,6.767,1.661590513,0.5309025,0.814886071,0,1.662121416,0
381,Congo,1973,0.051022271,0.279,0.147,0,0.391,26.879,0.69394196,1404.301176,0.603219288,0.004498104,2.098243136,0
382,Côte d'Ivoire,1973,0.156256153,0.173,0.073,0.046672175,0.433,24.056,3.112266495,1.1621595,2.745314982,0,3.113428655,0
383,Dem. Rep. of Congo,1973,0.289819499,0.099,0.055,0.373377728,0.12,8.833,4.344838005,1.2476975,1.793325395,0,4.346085703,0.858080218
384,Egypt,1973,0.228408182,0.503,0.15,0.522087962,0.558,53.037,21.13061421,7206.01881,19.61502108,0.171328335,28.33663302,1.085852986
385,Equatorial Guinea,1973,..,..,..,..,..,..,..,0,..,..,..,..
386,Eritrea,1973,..,..,..,..,..,..,..,0,..,..,..,..
387,Kingdom of Eswatini,1973,0.003189042,0.347,0.145,0,0.504,9.512,0.426952207,0,0.246767218,0,0.426952207,0
388,Ethiopia,1973,0.133828096,0.127,0.048,0.050268999,0.042,2.781,4.936724222,0.698921,1.317091713,0,4.937423143,0
389,Gabon,1973,0.031888919,0.135,0.068,0.204187267,0.961,10.096,0.770069003,6761.835266,0.613837257,0,7.531904269,0
390,Ghana,1973,0.082805825,0.2,0.068,0.186974239,0.216,14.761,2.750256685,0.8376698,2.117904808,0,2.751094355,0
391,Kenya,1973,0.816358427,0.248,0.099,1.435054115,0.277,14.588,4.593964253,2.1111225,3.454653239,0,4.596075376,0.177451968
392,Libya,1973,0.353967752,0.104,0.037,0.006222892,3.274,62.721,6.91694644,82670.5493,3.85667355,3.021897696,89.58749574,0
393,Madagascar,1973,0.021521615,0.121,0.036,0.410323356,0.093,11.071,1.065092996,0,0.686996652,0,1.065092996,0
394,Mauritius,1973,0.079722448,0.205,0.099,0.057365085,0.379,20.629,0.358918072,..,0.331146939,0,..,0
395,Morocco,1973,0.490984889,0.428,0.175,0.323879157,0.505,56.453,8.656149191,41.412435,6.795402421,0.137517557,8.697561626,1.481983093
396,Mozambique,1973,0.117989151,0.791,0.361,0.652331422,0.304,9.679,4.285425497,74.9960668,1.399375522,0,4.360421564,1.39820397
397,Namibia,1973,..,..,..,..,..,..,..,0,..,..,..,..
398,Niger,1973,0,0.085,0.036,0,0.048,7.332,0.49419297,0,0.24472388,0,0.49419297,0
399,Nigeria,1973,0.385645348,0.075,0.038,0.040934499,0.141,5.603,19.8922459,87987.71449,6.977665557,0.833444182,107.8799604,0.729211417
400,Rwanda,1973,0.006151171,0.053,0.022,0,0.016,0.353,0.869197525,0,0.071400186,0,0.869197525,0
401,Senegal,1973,0.360187042,0.294,0.121,3.080323928,0.289,24.972,1.560273074,1.603121,1.396694407,0,1.561876195,0
402,South Africa,1973,0.585276251,1.408,0.643,8.641321075,7.319,86.663,182.1436174,8163.490105,33.47355687,0,190.3071075,147.0473002
403,South Sudan,1973,..,..,..,..,..,..,..,0,..,..,..,..
404,Sudan,1973,0.37815662,0.241,0.119,0.006417043,0.284,14.741,5.409994866,2.54749,4.601622796,0,5.412542356,0
405,United Rep. of Tanzania,1973,0.085941738,0.227,0.092,0.062714783,0.111,8.293,2.817609323,0.8256858,1.696013064,0,2.818435009,0
406,Togo,1973,0,0.159,0.065,0,0.127,9.751,0.440177672,0.1321846,0.309919399,0,0.4403098566,0
407,Tunisia,1973,0.449581979,0.546,0.207,0.05405965,0.774,53.566,4.39178731,2065.261866,3.683520701,0.264876527,6.457049176,0.322930372
408,Uganda,1973,0.137122802,1.863,0.647,0,0.066,3.736,1.909417357,0,0.745503557,0,1.909417357,0
409,Zambia,1973,0.066861216,0.687,0.268,0,0.889,24.001,4.734797076,..,1.963470319,0,..,2.21650783
410,Zimbabwe,1973,0.139941129,1.262,0.68,0,1.401,32.589,9.271227325,..,1.908000437,0,..,6.22979245
411,Other Africa,1973,0.484712769,0.216,0.091,2.43669159,0.131,8.227,11.25127381,..,5.811419881,0,..,0.140323739
412,Bangladesh,1973,0.057188433,0.1,0.035,0.096843937,0.048,12.862,5.179110067,132.577974,2.483508803,0.468766113,5.311688041,0.484671499
413,Brunei Darussalam,1973,0.019133352,0.107,0.053,0,4.598,47.499,0.690953401,7074.817355,0.15958012,0.529247804,7.765770757,0
414,Cambodia,1973,..,..,..,..,..,..,..,..,..,..,..,..
415,DPR of Korea,1973,0,6.619,1.832,0,4.499,84.179,73.33548136,..,3.451148661,0,..,69.79374167
416,India,1973,1.736674881,0.954,0.286,0.731094974,0.315,31.84,213.1032451,11386.12773,58.51034612,1.143702467,224.4893728,130.0892724
