,Country,Year,df_CO2AVBUNK,df_CO2GDP,df_CO2GDPPPP,df_CO2MARBUNK,df_CO2POP,df_CO2TES,df_GHGFC,df_GHGFugi,df_GHGFCOil,df_GHGFCGas,df_GHGEnergy,df_GHGFCCoal
4235,Italy,1998,7.148212645,0.236,0.193,7.090381245,7.237,59.334,416.1080605,5420.83255,254.1380871,117.880515,421.528893,42.83458158
4236,Latvia,1998,0.08916055,0.548,0.302,0.047228731,3.331,44.29,8.440627704,..,5.0611057,2.371278938,..,0.695864314
4237,Lithuania,1998,0.086085862,0.652,0.323,0.159230326,4.028,36.472,14.64967548,..,10.92594799,2.877525262,..,0.654902916
4238,Luxembourg,1998,0.845487582,0.207,0.203,0,16.757,56.672,7.23782047,..,5.302975904,1.483577608,..,0.380240931
4239,Netherlands,1998,9.201984033,0.284,0.255,37.91909788,10.644,53.026,168.5288405,343.5045195,54.40291351,79.08376107,168.8723451,32.7155074
4240,Norway,1998,1.143714011,0.124,0.152,2.808657765,8.07,33.902,36.38827345,1996.444884,21.72124528,10.12423877,38.38471833,4.025674013
4241,Poland,1998,0.863934509,1.203,0.563,0.836888283,8.152,78.337,317.5394571,977.36637,50.84512766,17.07441321,318.5168235,247.9581047
4242,Portugal,1998,1.684826087,0.29,0.188,1.210955915,5.124,54.637,53.12001351,..,38.53878089,1.436337831,..,12.61333145
4243,Slovak Republic,1998,0.08916055,0.833,0.454,0,7.342,53.852,39.8554159,..,7.243400668,12.96257339,..,18.07501063
4244,Slovenia,1998,0.055341083,0.509,0.336,0,7.59,55.723,15.28435516,40.6951215,7.310565125,1.676245885,15.32505028,6.21984563
4245,Spain,1998,7.298863054,0.275,0.203,19.21449308,6.028,52.223,245.8904844,..,151.0222202,25.50944489,..,67.18279442
4246,Sweden,1998,1.881594115,0.171,0.18,4.998570205,6.466,26.704,58.83308969,41.4302225,45.9770228,1.821972251,58.87451991,8.991468957
4247,Switzerland,1998,4.184394378,0.085,0.109,0.034723202,5.941,40.414,43.50902732,..,34.58287635,5.527066355,..,0.377047479
4248,Republic of Türkiye,1998,1.484983372,0.446,0.191,0.502762693,2.856,60.173,183.010022,..,75.57382413,19.64169138,..,85.27590909
4249,United Kingdom,1998,26.70510709,0.239,0.253,9.620361511,8.799,55.477,519.91943,16928.49725,186.0732674,180.9234624,536.8479273,151.8828868
4250,Albania,1998,0,0.351,0.119,0,0.563,31.498,1.884648841,..,1.702583884,0.032467048,..,0.049700751
4251,Armenia,1998,0.064564547,0.92,0.333,0,1.013,41.348,3.293020568,..,0.413430409,2.868124053,..,0.009527139
4252,Azerbaijan,1998,0.485770994,2.485,0.915,0,3.318,53.356,26.41182137,2568.387393,16.61078936,9.79250361,28.98020877,0.001766999
4253,Belarus,1998,0,2.366,0.78,0,5.589,53.976,57.03716612,..,22.88275411,29.30507092,..,4.626827545
4254,Bosnia and Herzegovina,1998,0.122980017,1.188,0.467,0,2.587,75.924,10.79277637,..,2.044866854,0.332300931,..,8.353834529
4255,Bulgaria,1998,0.38738698,1.557,0.599,0.220966056,5.978,58.586,49.9838484,..,11.91821129,6.772965845,..,31.13439099
4256,Croatia,1998,0.254594365,0.44,0.225,0.082160717,3.712,47.646,17.38332768,..,12.00421,3.998848712,..,0.978122523
4257,Cyprus,1998,0.813512747,0.42,0.309,0.311475597,8.697,70.621,5.924350867,..,5.854459664,0,..,0.068508888
4258,Georgia,1998,0.295152042,0.805,0.267,0,1.157,38.578,5.211081483,..,3.287474498,1.588561322,..,0.086997987
4259,Gibraltar,1998,0.012297852,0.367,0.436,7.874572063,11.144,63.758,0.317111051,..,0.317111051,0,..,0
4260,Kazakhstan,1998,0.72865664,2.187,0.99,0,8.51,77.876,129.3047768,30212.98708,27.44909075,15.83809988,159.5177639,86.00678641
4261,Kosovo,1998,..,..,..,..,..,..,..,..,..,..,..,..
4262,Kyrgyzstan,1998,0.16294856,1.763,0.469,0,1.199,49.482,5.785410141,..,1.722700616,2.018188964,..,2.043992709
4263,Malta,1998,0.175246412,0.448,0.298,0.143629379,6.168,82.106,2.395670016,..,2.395670016,0,..,0
4264,Republic of Moldova,1998,0.052266395,2.126,0.628,0,2.874,56.365,8.499973263,..,2.174005697,5.319067205,..,0.99822955
4265,Montenegro,1998,..,..,..,..,..,..,..,..,..,..,..,..
4266,Republic of North Macedonia,1998,0.049192007,1.582,0.554,0,4.806,79.791,9.774620408,..,2.608728338,0.040835833,..,7.071349573
4267,Romania,1998,0.313598969,0.955,0.396,0.101013205,4.287,56.077,98.06074652,10097.80175,33.58836091,33.22203818,108.1585483,30.23844576
4268,Russian Federation,1998,12.3318194,2.126,0.822,0,9.525,57.129,1416.807535,385396.4007,320.0638785,678.4782718,1802.203936,404.8996583
4269,Serbia,1998,0.202917103,2.325,0.87,0,5.543,78.018,57.01411783,..,9.615845278,4.168005355,..,42.96255358
4270,Tajikistan,1998,0.01537254,1.191,0.37,0,0.448,29.255,2.777236593,..,1.195410268,1.527349522,..,0.054476802
4271,Turkmenistan,1998,0.92234998,4.492,2.111,0,6.862,57.981,30.58072503,34769.80248,9.966691716,20.61202106,65.35052751,0
4272,Ukraine,1998,0.657943018,4.82,1.008,0,6.112,53.943,308.9493583,9015.87065,47.08322742,136.5222051,317.965229,125.3058815
4273,Uzbekistan,1998,0,3.849,1.587,0,4.67,62.118,112.8219214,23976.38562,19.21161685,89.27506509,136.798307,4.334623638
4274,Former Soviet Union (if no detail),1998,..,..,..,..,..,..,..,..,..,..,..,..
4275,Former Yugoslavia (if no detail),1998,..,..,..,..,..,..,..,..,..,..,..,..
4276,Algeria,1998,1.020448109,0.638,0.222,0.751019619,1.922,55.18,57.94922295,68255.55372,23.13242836,34.00721657,126.2047767,0.800161568
4277,Angola,1998,0.679235626,0.098,0.056,0,0.243,13.682,4.996759533,25140.09225,2.647751401,1.113886565,30.13685178,0
4278,Benin,1998,0.095667057,0.216,0.08,0,0.184,13.178,1.646606588,7.9295453,1.238715855,0,1.654536133,0
4279,Botswana,1998,0.022322393,0.493,0.216,0,2.224,52.584,3.924089631,0.4094825,1.438989823,0,3.924499114,2.293391098
4280,Cameroon,1998,0.175389505,0.163,0.067,0.016042608,0.188,10.607,4.381050763,8115.883955,2.735992883,0,12.49693472,0
4281,Congo,1998,0.063778138,0.047,0.025,0,0.111,10.748,0.467273745,9559.445506,0.333740216,0,10.02671925,0
4282,Côte d'Ivoire,1998,0.302945481,0.16,0.068,0.284600308,0.305,19.573,5.717069375,626.460893,3.094074581,1.778327169,6.343530268,0
4283,Dem. Rep. of Congo,1998,0.359499341,0.069,0.038,0.006222892,0.028,2.199,5.007772686,3171.506916,1.293552187,0,8.179279602,0
4284,Egypt,1998,1.128988979,0.612,0.183,7.100859296,1.429,54.225,98.87699428,20365.39523,72.29251483,22.8497688,119.2423895,3.372548042
4285,Equatorial Guinea,1998,0.019133352,0.182,0.085,0,0.344,27.926,0.25467294,4328.35,0.17934869,0.039420712,4.58302294,0
4286,Eritrea,1998,0.022322393,0.352,0.133,0,0.255,20.902,0.730513337,0.30777,0.598983997,0,0.730821107,0
4287,Kingdom of Eswatini,1998,0.003189042,0.495,0.206,0,1.166,28.82,1.369616812,0,0.698325092,0,1.369616812,0.495990216
4288,Ethiopia,1998,0.172200463,0.199,0.075,0,0.046,3.026,10.40769532,1.4027525,2.961348351,0,10.40909807,0
4289,Gabon,1998,0.295827167,0.149,0.075,0.439197943,1.337,25.69,1.901852455,15564.80271,1.382899636,0.248097744,17.46665517,0
4290,Ghana,1998,0.277169595,0.29,0.099,0,0.291,17.571,6.769271898,65.3569725,5.528603822,0,6.834628871,0
4291,Kenya,1998,1.291504371,0.187,0.075,0.231025874,0.232,12.157,8.995782198,3.020255,6.567231685,0,8.998802453,0.29258098
4292,Libya,1998,0.918403268,0.588,0.209,0.973893117,6.651,51.873,33.49731473,55461.39233,27.64307263,5.805653805,88.95870705,0
4293,Madagascar,1998,0.122980017,0.229,0.069,0.04766715,0.106,9.851,2.498770935,0,1.601999725,0,2.498770935,0.029075403
4294,Mauritius,1998,0.392234754,0.293,0.141,0.387364369,1.544,49.136,1.831169457,..,1.630845361,0,..,0.174303854
4295,Morocco,1998,0.892892133,0.506,0.207,0.044919301,0.991,63.818,28.18221333,13.58629,18.82904449,0.066560274,28.19579962,8.882188817
4296,Mozambique,1998,0.086100232,0.25,0.114,0.003208522,0.068,4.154,3.062132771,4.1109267,1.172596635,0.001061281,3.066243698,0
4297,Namibia,1998,0.105651447,0.364,0.168,0,1.162,46.329,2.105583674,0.6258538,2.015604269,0,2.106209528,0.036675296
4298,Niger,1998,0.028700177,0.143,0.06,0,0.06,7.076,1.376169203,0,0.445950909,0,1.376169203,0.218579218
4299,Nigeria,1998,0.583568569,0.237,0.119,1.588457612,0.322,11.187,60.69767255,129344.2434,26.02327402,12.03988084,190.0419159,0.029504075
4300,Rwanda,1998,0.046133485,0.187,0.078,0,0.058,2.723,1.523173852,0,0.464722377,0,1.523173852,0
4301,Senegal,1998,0.570813001,0.336,0.138,0.224597127,0.345,35.649,3.433619274,7.3709558,3.171389706,0.047254307,3.44099023,0
4302,South Africa,1998,2.683074617,1.406,0.642,9.312395046,6.368,62.965,297.4441995,29880.13503,50.80207689,0,327.3243346,243.9741741
4303,South Sudan,1998,..,..,..,..,..,..,..,0,..,..,..,..
4304,Sudan,1998,0.102044841,0.092,0.045,0.028876694,0.151,8.721,6.267470052,335.54499,4.693179066,0,6.603015042,0
4305,United Rep. of Tanzania,1998,0.178313796,0.145,0.059,0.071660981,0.074,4.792,5.641366331,1.0514388,2.300741636,0,5.64241777,0.142474721
4306,Togo,1998,0.178578546,0.25,0.102,0,0.175,10.657,1.100932196,0.4332293,0.840347174,0,1.101365425,0
4307,Tunisia,1998,0.932591255,0.64,0.242,0.057105881,1.664,56.366,16.44810731,2458.057063,10.16989266,5.790615864,18.90616437,0.249792289
4308,Uganda,1998,0.089289273,0.123,0.043,0,0.052,3.12,3.278826555,0,1.188374323,0,3.278826555,0
4309,Zambia,1998,0.093060429,0.274,0.107,0,0.217,7.971,3.178112929,..,1.576738439,0,..,0.485147161
4310,Zimbabwe,1998,0.376025694,0.612,0.33,0,1.18,32.781,15.76691446,..,3.608917782,0,..,10.23356406
4311,Other Africa,1998,1.185054179,0.309,0.123,0.821007083,0.156,9.717,21.71389354,..,10.7887734,0,..,2.123876066
4312,Bangladesh,1998,0.424123673,0.21,0.074,0.130682027,0.153,26.477,21.75166439,1630.756928,8.965718218,9.812925532,23.38242132,0.370918574
4313,Brunei Darussalam,1998,0.248734169,0.403,0.201,0.186688702,13.481,44.282,4.342118247,1609.664658,1.284994887,3.057123359,5.951782905,0
4314,Cambodia,1998,0.021529099,0.395,0.135,0,0.161,13.893,2.590714601,..,1.926395507,0,..,0
4315,DPR of Korea,1998,0,1.923,0.532,0,2.591,82.902,60.37715831,..,4.064296609,0,..,56.18726804
4316,India,1998,4.71446979,1.199,0.359,1.955526573,0.778,49.256,836.8640865,51210.0537,243.5342807,36.2571585,888.0741402,521.6779829
4317,Indonesia,1998,1.154381869,0.649,0.211,0.914963457,1.148,41.565,255.430693,61466.36118,146.6557773,60.1146044,316.8970542,33.85117161
4318,Lao People's Democratic Republic,1998,..,..,..,..,..,..,..,..,..,..,..,..
4319,Malaysia,1998,3.877137701,0.758,0.304,1.447013547,4.48,55.991,98.72542827,12320.0616,56.08391748,35.6262319,111.0454899,6.89784863
4320,Mongolia,1998,0.06696688,2.279,0.829,0,3.538,90.679,8.610136982,..,1.210244529,0,..,7.38401866
4321,Myanmar,1998,0.044644487,0.621,0.17,0.006417043,0.174,14.946,11.01865267,..,4.731265077,3.055658913,..,0.054918331
4322,Nepal,1998,0.146600419,0.189,0.055,0,0.093,7.225,4.5535056,..,1.977038139,0,..,0.24897143
4323,Pakistan,1998,2.015091114,0.586,0.18,0.051021098,0.595,35.354,94.78233641,6794.2159,53.52942288,26.33361659,101.5765523,7.479678601
4324,Philippines,1998,1.281697462,0.512,0.214,0.569143344,0.909,44.202,70.62642318,35.2108558,56.87001715,0.018042493,70.66163403,11.55295125
4325,Singapore,1998,9.901534409,0.304,0.195,52.27354038,9.434,44.324,37.27653754,..,33.27735302,3.594864265,..,0
4326,Sri Lanka,1998,0,0.242,0.081,0.824749405,0.445,27.848,9.617438214,..,8.354591139,0,..,0.008867078
4327,Chinese Taipei,1998,5.064074125,0.715,0.347,10.92895802,8.902,57.584,195.0298751,..,95.54582016,12.7439475,..,85.98916256
4328,Thailand,1998,7.044227235,0.725,0.267,1.848948565,2.379,52.819,150.0706971,5798.481775,85.56995092,32.14563668,155.8691789,30.60151102
4329,Viet Nam,1998,0.135932262,0.491,0.168,0.279392066,0.522,36.195,44.52082669,8222.628425,19.68884661,1.94879618,52.74345511,19.13771272
4330,Other Asia,1998,0.972457341,0.203,0.129,0.376180391,0.326,31.326,12.30190832,..,9.709289663,0.604248019,..,0.619981021
4331,People's Rep. of China,1998,3.306468094,1.266,0.787,7.334185871,2.432,66.903,3131.217568,172111.5732,462.3500887,29.03837556,3303.329141,2566.755918
4332,"Hong Kong, China",1998,9.60177797,0.255,0.192,8.999135357,6.337,75.444,41.80301016,..,17.06338942,6.994240464,..,17.74391168
4333,"China (incl. Hong Kong, China)",1998,12.90824606,1.201,0.755,16.33332123,2.453,67.005,3173.020578,172111.5732,479.4134781,36.03261603,3345.132151,2584.499829
4334,Argentina,1998,2.485192906,0.285,0.212,1.598387979,3.524,51.363,129.1647386,28112.79633,62.02705785,62.17619731,157.2775349,4.71209796
4335,Bolivia,1998,0,0.432,0.184,0,0.877,37.439,7.565098534,2655.955543,4.700322517,2.658404031,10.22105408,0
4336,Brazil,1998,2.921742556,0.24,0.144,5.328386236,1.588,35.437,281.8540799,15210.51778,227.7919591,11.18414225,297.0645977,35.6692073
4337,Cuba,1998,0.972165523,0.642,0.207,0.044769144,2.362,54.493,26.45452395,483.313145,25.75780895,0.33601248,26.93783709,0.114530218
4338,Curaçao,1998,0.219928327,2.053,1.632,5.834566031,26.392,47.701,5.473729677,..,5.473729677,0,..,0
4339,Dominican Republic,1998,0.931158836,0.492,0.231,0,1.909,58.193,16.17265986,..,15.88996809,0,..,0.095887945
4340,Ecuador,1998,0.497468337,0.368,0.204,0.404492512,1.673,55.116,20.85856759,8972.85874,20.67241977,0,29.83142633,0
4341,El Salvador,1998,0.191334114,0.306,0.149,0,0.886,34.05,5.674445029,..,5.275335823,0,..,0.003036851
4342,Guatemala,1998,0.159444895,0.222,0.108,0.580743947,0.694,29.396,8.820440136,..,7.773154781,0,..,0
4343,Guyana,1998,0.031888919,0.617,0.307,0,2.309,52.002,1.799546508,0,1.765295107,0,1.799546508,0
4344,Haiti,1998,0.06696688,0.127,0.058,0,0.163,11.061,1.857844049,..,1.328329539,0,..,0
4345,Honduras,1998,0.076533705,0.391,0.187,0,0.685,31.055,4.918465695,..,4.376671917,0,..,0.002860271
4346,Jamaica,1998,0.503846121,0.742,0.414,0.095091063,3.674,68.395,9.584609516,..,9.3765108,0,..,0.174565079
4347,Nicaragua,1998,0.082847427,0.509,0.197,0,0.675,33.131,3.746967342,..,3.394235834,0,..,0
4348,Panama,1998,0.567624259,0.274,0.147,7.645579682,1.872,50.422,5.6054847,..,5.324720402,0,..,0.145061004
4349,Paraguay,1998,0.095625746,0.186,0.088,0,0.816,22.27,4.588400523,1.607428,4.094382509,0,4.590007951,0
4350,Peru,1998,1.163948395,0.288,0.155,0.152462634,0.946,45.772,25.74142264,1858.873535,22.04971444,0.88111767,27.60029618,1.77102166
4351,Suriname,1998,..,..,..,..,..,..,..,..,..,..,..,..
4352,Trinidad and Tobago,1998,0.191334114,0.789,0.524,0.032085215,7.165,27.643,9.538922292,3260.703457,2.52788029,7.003739455,12.79962575,0
4353,Uruguay,1998,0,0.142,0.11,0.838339568,1.65,43.403,5.582747409,1.534297,5.434202314,0.004245362,5.584281706,0.021514687
4354,Venezuela,1998,0.860178278,0.222,0.221,1.698759811,5.093,54.605,121.0240915,233979.9358,64.15684718,56.57998097,355.0040273,0.142720133
4355,Other Non-OECD Americas,1998,1.788694944,0.236,0.207,0.778349279,5.004,74.141,29.34207766,..,28.57494697,0.031606074,..,0.690725651
4356,Bahrain,1998,1.096981515,1.131,0.562,0,22.915,48.42,15.45455924,3019.660399,2.620756036,12.83380321,18.47421964,0
4357,Islamic Rep. of Iran,1998,2.484153242,1.092,0.403,2.140698152,4.193,57.118,268.4263757,105263.3893,173.6304894,92.34275481,373.689765,2.395989553
4358,Iraq,1998,1.304260238,2.325,1.116,0.367154512,3.518,66.474,81.88151089,34345.4554,76.21368419,5.665457652,116.2269663,0
4359,Jordan,1998,0.682475857,0.805,0.354,0.009428653,2.802,69.542,13.69554997,129.2133825,13.1632266,0.531370367,13.82476335,0
4360,Kuwait,1998,1.431763086,0.645,0.407,1.951553802,21.115,55.087,38.68129453,21544.51918,20.45388447,18.22741006,60.2258137,0
4361,Lebanon,1998,0.341770783,0.565,0.287,0,3.571,68.861,15.15402261,7.2500475,14.58625724,0,15.16127266,0.52746888
4362,Oman,1998,0.577190785,0.359,0.185,0.121347851,6.701,53.998,15.39245552,16157.8818,6.476396171,8.916059346,31.55033732,0
4363,Qatar,1998,0.570813001,0.672,0.456,0,35.158,45.696,20.51123635,14720.83327,2.987844162,17.52269013,35.23206961,0
4364,Saudi Arabia,1998,5.472152306,0.61,0.259,6.18873358,10.756,57.13,222.0967163,58847.37175,160.8824867,61.21322439,280.9440881,0
4365,Syrian Arab Republic ,1998,0.287000872,1.432,1.666,3.824567893,2.421,57.977,37.84404258,51703.1174,30.95305839,6.875593115,89.54715998,0.014562666
4366,United Arab Emirates,1998,9.145765078,0.472,0.281,34.40332575,26.819,59.314,78.728508,25997.4145,19.77712935,58.94805201,104.7259225,0
4367,Yemen,1998,0.280570259,0.299,0.185,0.315029873,0.64,67.91,11.42348365,18667.67487,11.4174089,0,30.09115852,0
4368,Canada,1999,3.121933123,0.437,0.427,3.321723022,15.917,46.853,491.5201371,39571.3387,217.8975945,153.6619474,531.0914758,117.094176
4369,Chile,1999,1.10654834,0.421,0.252,1.316441274,3.463,50.227,54.32946669,1308.706703,33.1252856,4.348639226,55.63817339,15.70255636
4370,Colombia,1999,2.083816113,0.339,0.158,0.549347618,1.343,48.033,53.61976288,15335.66511,30.60705566,11.51319049,68.95542799,10.48320135
4371,Costa Rica,1999,0.353703301,0.156,0.106,0.401380904,1.205,41.473,4.677610918,..,4.650239804,0,..,0
4372,Mexico,1999,8.111345093,0.403,0.211,3.810314983,3.369,53.523,342.184639,49026.9845,241.7466196,72.23943874,391.2116235,25.55299716
4373,United States,1999,57.42252245,0.421,0.421,83.07550492,19.919,60.131,5636.094131,238918.9113,2322.160372,1192.453034,5875.013042,2076.714379
4374,Australia,1999,7.162119237,0.426,0.472,2.674738763,17.478,73.957,332.8570659,29806.30445,99.06585111,41.50303757,362.6633704,190.2997248
4375,Israel,1999,1.9101512,0.299,0.302,0.465836857,8.263,72.234,51.21599933,7.9180801,28.2807387,0.010562738,51.22391741,22.92244858
4376,Japan,1999,19.95723427,0.292,0.25,16.65168248,8.958,53.549,1143.830625,3854.307475,657.3530282,158.1727614,1147.684933,323.6736855
4377,Korea,1999,1.438150891,0.516,0.391,32.16103601,8.112,52.243,381.2569977,4296.813475,198.0363058,35.86650324,385.5538112,143.005413
4378,New Zealand,1999,1.851778537,0.248,0.255,0.935061574,7.305,40.902,28.57668578,991.60327,15.37536893,8.419131674,29.56828905,4.652393305
4379,Austria,1999,1.503430599,0.204,0.181,0.063133292,7.689,51.121,62.82338638,..,31.84300755,15.62925648,..,13.34806097
4380,Belgium,1999,4.478624103,0.319,0.283,14.86132034,10.992,46.789,113.4161558,..,53.99318668,29.27236633,..,27.76826427
4381,Czech Republic,1999,0.408919391,0.909,0.478,0,10.736,67.314,111.8432962,..,18.227279,17.61583869,..,75.22009891
4382,Denmark,1999,2.259757631,0.216,0.235,4.111347166,10.299,68.239,55.55836413,2713.820603,24.70655764,10.51206904,58.27218474,18.87355123
4383,Estonia,1999,0.064564547,1.208,0.72,0.352092604,11.069,74.008,15.52846491,36.7327365,3.347865036,1.092427141,15.56519764,10.94874911
4384,Finland,1999,1.060702537,0.302,0.304,1.76513765,10.846,41.228,57.32471297,..,25.26304378,7.780043155,..,22.65170072
4385,France,1999,14.66843943,0.186,0.167,8.703385525,6.061,35.147,373.6083789,2105.823225,232.0367596,74.76715193,375.7142022,60.45993289
4386,Germany,1999,18.39165912,0.296,0.255,6.65089447,10.009,58.108,824.2167228,8701.548525,317.7847786,158.0911369,832.9182713,339.3895801
4387,Greece,1999,2.779348092,0.418,0.282,9.918509453,7.529,75.145,82.07323582,..,44.98667896,2.513772629,..,33.91081656
4388,Hungary,1999,0.627214575,0.646,0.307,0,5.537,53.093,57.40904367,..,18.49609002,21.93135093,..,16.61954869
4389,Iceland,1999,0.353567512,0.182,0.196,0.16086847,7.414,17.08,2.079433915,..,1.83636279,0,..,0.242191922
4390,Ireland,1999,1.503430599,0.265,0.238,0.53991262,10.337,69.659,39.36607925,..,23.05470349,5.985862587,..,10.31184379
4391,Italy,1999,7.935284456,0.235,0.193,4.546903957,7.339,59.271,422.034453,5472.254075,250.4242934,127.9155466,427.5067071,42.00710569
4392,Latvia,1999,0.08916055,0.492,0.271,0.031566491,3.099,44.491,7.81344084,..,4.70668031,2.271611818,..,0.524111428
4393,Lithuania,1999,0.079937086,0.549,0.272,0.230559893,3.377,35.654,12.24462469,..,8.507331389,2.977829642,..,0.556956288
4394,Luxembourg,1999,0.993063602,0.2,0.196,0,17.296,56.916,7.579455992,..,5.571382255,1.542897135,..,0.384585091
4395,Netherlands,1999,9.773840888,0.262,0.235,39.24817699,10.246,52.231,163.3328849,310.777149,55.08796464,77.20664238,163.643662,28.57631292
4396,Norway,1999,1.340482039,0.126,0.155,2.684696266,8.342,33.697,37.86212722,2372.409845,22.20619326,11.18379567,40.23453706,3.928641891
4397,Poland,1999,0.771699571,1.117,0.523,1.161056075,7.912,78.055,308.3093648,962.1883825,53.01281663,17.27715007,309.2715532,236.4115185
4398,Portugal,1999,1.8600725,0.313,0.203,1.86560492,5.714,57.091,59.47698119,..,39.48729122,4.333367487,..,15.00700177
4399,Slovak Republic,1999,0.061489859,0.818,0.446,0,7.197,52.54,39.10004578,..,6.362452176,13.35319672,..,17.40931606
4400,Slovenia,1999,0.061489859,0.464,0.306,0,7.281,53.659,14.67888993,42.4893833,7.331720501,1.718871167,14.72137931,5.552148694
4401,Spain,1999,7.550971865,0.285,0.211,18.74512102,6.536,54.222,267.4950609,..,158.7470682,29.66710302,..,76.87907499
4402,Sweden,1999,2.047617064,0.161,0.169,4.82119058,6.336,26.667,57.65914088,41.166575,45.16949495,1.794801894,57.70030746,8.733154774
4403,Switzerland,1999,4.368864553,0.084,0.108,0.037879913,5.949,40.612,43.79250774,..,34.59791062,5.728779851,..,0.393958333
4404,Republic of Türkiye,1999,1.475759908,0.461,0.197,0.884963555,2.81,60.971,182.4934488,..,77.11736872,24.29975466,..,78.6263039
4405,United Kingdom,1999,28.72812785,0.231,0.244,7.283499406,8.724,55.062,517.4053043,17156.47878,187.4446128,193.0569523,534.561783,135.9105453
4406,Albania,1999,0.113756553,0.517,0.175,0,0.943,39.019,3.049613834,..,2.829756723,0.031789312,..,0.114247238
4407,Armenia,1999,0.064564547,0.797,0.288,0,0.914,38.187,2.941204557,..,0.596205073,2.337354782,..,0.005716283
4408,Azerbaijan,1999,0.433504598,2.19,0.806,0,3.227,56.299,25.88807303,3168.66353,15.33591134,10.54533944,29.05673656,0
4409,Belarus,1999,0,2.19,0.722,0,5.393,53.231,54.80451839,..,20.37504375,30.34201258,..,3.85258129
4410,Bosnia and Herzegovina,1999,0.122980017,1.048,0.412,0,2.505,74.97,10.54701054,..,2.009780746,0.338824316,..,8.134762645
4411,Bulgaria,1999,0.20906588,1.488,0.573,0.025192721,5.263,56.355,43.76080366,..,11.61857569,5.71371327,..,26.23287829
4412,Croatia,1999,0.245164945,0.459,0.235,0.066880758,3.852,47.559,17.94404453,..,12.72747713,3.946596351,..,0.877180672
4413,Cyprus,1999,0.83243146,0.418,0.308,0.487253346,8.977,73.409,6.18662632,..,6.106255207,0,..,0.079048992
4414,Georgia,1999,0.249034423,0.699,0.232,0,1.055,37.634,4.668351265,..,2.741638875,1.622697055,..,0.067653548
4415,Gibraltar,1999,0.012297852,0.369,0.438,8.293442335,11.589,63.576,0.329792469,..,0.329792469,0,..,0
4416,Kazakhstan,1999,0.424281135,1.925,0.871,0,7.764,77.055,116.780967,30602.36159,20.93380388,15.84165288,147.3833286,79.99471045
4417,Kosovo,1999,..,..,..,..,..,..,..,..,..,..,..,..
4418,Kyrgyzstan,1999,0.116830942,1.374,0.365,0,0.954,45.737,4.670924488,..,1.426840473,1.186279702,..,2.057276463
4419,Malta,1999,0.172172024,0.436,0.29,0.149821161,6.209,76.397,2.42959209,..,2.42959209,0,..,0
4420,Republic of Moldova,1999,0.036893856,1.864,0.55,0,2.437,54.737,7.192597609,..,1.397346715,5.22536347,..,0.561318656
4421,Montenegro,1999,..,..,..,..,..,..,..,..,..,..,..,..
4422,Republic of North Macedonia,1999,0.113756553,1.395,0.488,0,4.402,78.257,9.005402956,..,2.672493047,0.077881004,..,6.195952876
4423,Romania,1999,0.390461368,0.823,0.342,0,3.657,54.125,83.62919498,9696.8861,26.92181121,29.56548746,93.32608108,26.19550433
4424,Russian Federation,1999,12.74687707,2.051,0.793,0,9.802,56.58,1454.206525,388588.1033,315.6224027,690.2587742,1842.794628,431.6014509
4425,Serbia,1999,0.095309626,1.827,0.684,0,4.038,76.457,40.67642398,..,5.646251306,3.012607121,..,31.74985193
4426,Tajikistan,1999,0.01537254,1.054,0.327,0,0.409,26.996,2.546786906,..,0.968255804,1.538420847,..,0.040110256
4427,Turkmenistan,1999,0.999212379,4.512,2.121,0,7.907,57.301,35.77477184,47198.0414,10.55208098,25.2206786,82.97281324,0
4428,Ukraine,1999,0.879307049,4.778,0.999,0,6.104,53.611,305.434517,9477.96528,34.09534021,148.1007602,314.9124822,123.200868
4429,Uzbekistan,1999,0,3.721,1.534,0,4.658,60.1,113.7474224,23277.07165,18.53706271,90.92847614,137.024494,4.281401426
4430,Former Soviet Union (if no detail),1999,..,..,..,..,..,..,..,..,..,..,..,..
4431,Former Yugoslavia (if no detail),1999,..,..,..,..,..,..,..,..,..,..,..,..
4432,Algeria,1999,1.036392419,0.655,0.228,0.747228644,2.008,54.747,61.36136721,68057.00836,24.6693199,35.56037201,129.4183756,1.122258858
4433,Angola,1999,1.192648572,0.122,0.069,0,0.299,16.646,6.030982858,25259.58458,3.706317452,1.075476821,31.29056744,0
4434,Benin,1999,0.095667057,0.228,0.085,0,0.197,13.941,1.819944478,0.5824933,1.367608457,0,1.820526971,0
4435,Botswana,1999,0.025511135,0.479,0.209,0,2.28,53.359,4.117358668,0.470149,1.627317263,0,4.117828817,2.283412477
4436,Cameroon,1999,0.181767289,0.14,0.057,0.02877978,0.163,9.417,4.133826234,7918.804479,2.446164158,0,12.05263071,0
4437,Congo,1999,0.051022271,0.056,0.029,0,0.124,12.481,0.507128131,10000.81837,0.381023824,0,10.5079465,0
4438,Côte d'Ivoire,1999,0.338023442,0.218,0.092,0.278377416,0.409,22.737,7.619266111,721.9507378,3.75979911,2.992774524,8.341216849,0
4439,Dem. Rep. of Congo,1999,0.346743774,0.071,0.039,0.006222892,0.027,2.166,5.111213775,2755.213703,1.277492921,0,7.866427478,0
4440,Egypt,1999,1.491179147,0.602,0.18,8.622884026,1.461,55.529,103.2709817,21196.80245,70.66541664,29.26210065,124.4677842,2.977270223
